"","adj","p.val","fc","auc.mat","log10p","log2fc"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis",0.00357608714440882,0.00117614754403607,-1.79143224601052,0.422101091817943,2.44659190657781,-0.841113480225689
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans",7.44307965331081e-23,4.43063158114069e-24,-3.55432209124248,0.253239279137069,22.1282473333112,-1.82957442373662
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",5.82854595468636e-07,1.02991387652627e-07,-2.8330529383732,0.368735201262826,6.23443977502103,-1.50235756013992
"k__Bacteria|p__Tenericutes|c__CFGB1787|o__OFGB1787|f__FGB1787|g__GGB4745|s__GGB4745_SGB6571",0.0100001533919689,0.00370660737220471,0.367063644358846,0.537851881083925,1.99999333832253,-1.44589786440676
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB74552|s__GGB74552_SGB9275",0.197030023516276,0.126698997375922,0,0.506906077348066,0.705467590823442,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3363|s__GGB3363_SGB4447",0.236472329527825,0.17754105806466,0.275939484817728,0.518284661931071,0.626219670302211,-1.85757618486186
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena",4.44455742538761e-12,4.80554248914572e-13,-3.66016719754652,0.316824519863194,11.3521714781766,-1.87190955276116
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis",1.84555191129116e-06,3.48651535380993e-07,-0.286425740502098,0.452496053670087,5.73387373455381,1.8037669443731
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB6518|s__GGB6518_SGB9205",0.0391042442566866,0.0170521959009678,0.38423465120976,0.534612601946856,1.40777610303318,-1.37994046429034
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus",0.0678431788911439,0.0313113450104827,-0.62049078901041,0.462353656932386,1.1684938107729,0.688518300724535
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4605|s__GGB4605_SGB6376",0.00701093188792908,0.00239086608835091,-0.631398852539263,0.456286174690871,2.15422425209225,0.66337645608857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis",0.883591348608732,0.870083546798077,0,0.498092607208629,0.053748545029985,0
